NAME,YEAR,POPESTIMATE,EDUC,SES,HOUS,TECH,TOTAL,EDUC_CHANGE,SES_CHANGE,HOUS_CHANGE,TECH_CHANGE,CHANGE_RATE,region,pop
"Auburn, WA",2021,85853.0,93.2402038940407,114.54162470829328,102.6325669420782,112.05819143841724,105.61814674570736,3.087856627220331,-0.8640376046805787,-0.038389501201852,10.169512054197227,2.948292137696562,West,65k-150k
"Aurora, CO",2021,390370.0,96.19749388868874,107.51510509887964,100.2302856268976,98.54096821504022,100.62096320737656,-0.953194979039107,-0.3570284015269598,-1.8065721377526376,-1.403740395612585,-1.1197886619609745,West,250k-500k
"Aurora, IL",2021,179336.0,100.35993888649926,119.83846873855084,99.08944464929992,111.0438217780047,107.58291851308869,0.0016819169364801,3.0164699143807594,-0.9132322946232008,-4.905665571196504,-0.7223192840756232,Midwest,150k-250k
"Austin, TX",2021,969343.0,116.27890092532984,95.30899071365168,101.77168043733404,108.52045544108816,105.47000687935092,0.7323068014020384,1.2412670873413578,2.4606991080383223,1.1027511878752394,1.355394512487429,South,>500k
"Avondale, AZ",2021,90502.0,91.13017041215625,108.28694269432792,104.00047418852408,104.95256774915856,102.09253876104172,7.088622949462864,-0.9425193282262434,2.3237249240906754,-0.745496551301339,1.6365176764029157,West,65k-150k
"Bakersfield, CA",2021,409079.0,91.28227742512922,97.99496022848884,97.5002718364386,87.35796010876624,93.53386739970573,0.246013263935696,-2.012858608292878,-0.91586010620468,-4.2164186062676245,-1.7169000744241658,West,250k-500k
"Baldwin Park, CA",2021,70561.0,86.33754844905062,140.98682642023363,117.51274194586708,83.11319576015714,106.98757814382712,4.801294473163997,2.545956597614296,8.538696510919497,33.28218592608465,9.591612258816795,West,65k-150k
"Baltimore, MD",2021,576981.0,99.55249297761472,65.94369512718703,85.29465910863837,92.52230946813503,85.82828917039379,3.931245179589404,-0.9589848850953042,-2.230987588419353,21.919566789452503,5.4731773563402975,South,>500k
"Baton Rouge, LA",2021,224076.0,97.31323000441884,68.57143359642926,86.91200762885396,82.88725177508745,83.92098075119736,1.002620999448145,1.2126321332825762,0.2455400475409819,5.821409447944714,1.9932319519613493,South,150k-250k
"Bayonne, NJ",2021,69446.0,103.9176519380821,121.61297179379208,98.02887176234914,83.32856186509737,101.72201433983015,1.6569622088111302,-2.4346907349733105,-0.2573068174850146,-14.931262966858185,-3.833465645217826,Northeast,65k-150k
"Baytown, TX",2021,84312.0,81.87047033158251,100.4727308255295,86.2714650634647,84.00473801186418,88.15485105811021,-2.998019625093884,-3.036859089665556,-7.797553195263185,1.4322159529567946,-3.234565109795251,South,65k-150k
"Beaumont, TX",2021,113638.0,90.49641717743094,84.1426388818164,84.59209157922899,65.07663487847982,81.07694562923903,-2.4438222114899766,-1.0992532320829418,-4.939957901110592,42.865521584703735,3.8182613358614494,South,150k-250k
"Beaverton, OR",2021,98466.0,111.93818365113884,111.04953286673948,102.16935228716058,118.0372287507181,110.79857438893924,0.6713313757706008,0.6113939894409448,-3.785230227742276,-0.2651939875957354,-0.652773249077776,West,65k-150k
"Bellevue, WA",2021,149791.0,136.83834796189765,133.96469387266174,120.42285477343216,127.17093308232054,129.59920742257802,-3.155727258755159,-1.0351529257877743,2.6135760262780527,-3.1833343472658315,-1.3275195154703656,West,150k-250k
"Bellflower, CA",2021,77411.0,87.54455377211846,121.85135112007636,107.2551605798528,100.42442701008667,104.26887312053358,3.0073299578831314,-0.7754068827593441,2.320172272541887,-1.09800044583378,0.7052524862162235,West,65k-150k
"Bellingham, WA",2021,90133.0,110.72255644278567,89.92043566717783,112.61242553903996,122.66383601558246,108.97981341614648,1.3290784928125854,-0.7350340720950754,4.036702540145254,8.266058349222781,3.4459619525542218,West,65k-150k
"Bend, OR",2021,102428.0,109.54427971762952,86.37500467810565,119.03675499183244,116.33816906088506,107.82355211211316,-0.4610728682806653,-1.185962903432336,7.021116285359308,-1.9293716342484668,0.9305861923834868,West,150k-250k
"Berkeley, CA",2021,114810.0,129.6849295161487,102.75429836334588,126.7273989452945,109.37810700694924,117.13618345793458,-4.414130781559244,2.3988659994288897,-4.579843918356053,-0.4630605030797041,-2.125042118676124,West,150k-250k
"Bethlehem, PA",2021,77910.0,98.49321028875944,96.7664920479555,96.74742630877184,105.86505641839092,99.46804626596943,4.693333432577806,-2.084247302188791,10.248254738847717,4.722426484425912,4.223405780497025,Northeast,65k-150k
"Bibb County, GA",2021,155985.0,85.66618295670284,68.17527387082012,84.09709685821983,90.09797486714228,82.00913213822128,-4.125959835450132,-1.928089119488352,0.1805193311085862,3.2140212388256595,-0.6270256265174634,South,150k-250k
"Billings, MT",2021,117703.0,101.70195662570607,71.85298258858994,102.35141557853524,102.7855004655108,94.67296381458551,1.2473006067627468,-2.531022634419755,-0.3482378498865013,18.088001645418927,4.059549326823242,West,150k-250k
"Birmingham, AL",2021,197823.0,91.68970315395607,62.60615462655095,79.32632421659821,76.154444055668,77.4441565131933,-3.004758325788381,-1.3331242648582986,0.5220190121174584,32.800961350313365,5.27978090586767,South,150k-250k
"Bismarck, ND",2021,74083.0,104.38398233769897,84.37358446730704,104.35841185478463,102.72188229652336,98.9594652390785,2.054983784801667,-1.013027191202387,2.7254840507394684,3.4007977065636297,1.9013107440990047,Midwest,65k-150k
"Blaine, MN",2021,71008.0,103.4931242726561,104.95736170056686,104.49566868070131,108.99863059656164,105.48619631262147,1.9027498658014563,-1.1300691100258442,-1.4165985334545828,-3.0626542603056306,-0.9884795673828606,Midwest,65k-150k
"Bloomington, IL",2021,78848.0,109.5115103029619,96.75195817372948,100.88533494263268,103.19447504723706,102.58581961664026,3.6847375722939946,0.7452113284209805,2.0164936460699945,2.562907430647532,2.288423147064345,Midwest,65k-150k
"Bloomington, IN",2021,79342.0,117.6455963248304,93.97556723015028,88.71232784733576,105.2882667077454,101.40543952751548,0.1902593309422107,1.7812132933479274,-0.3782140781588339,-2.079280575817255,-0.1733837903170165,Midwest,65k-150k
"Bloomington, MN",2021,89437.0,103.6928076134384,96.38455956987096,101.6931367662079,108.28059380417407,102.51277443842284,-0.5859867257333451,0.0987596151174718,-2.86514428140483,-1.2737644068527731,-1.183897141309953,Midwest,65k-150k
"Boca Raton, FL",2021,98796.0,115.60107532491963,105.69644480202405,101.36579338255235,103.76510766190286,106.60710529284972,2.451967786601994,-0.6644597691730203,-3.4710281407519528,-12.81925035100092,-3.799735751312361,South,65k-150k
"Boise City, ID",2021,238021.0,109.12376098917152,79.48257672699692,112.27775488128611,114.62259103780846,103.87667090881575,0.0845017443950046,2.1487076452002096,4.590954000905612,6.205341755112381,3.3297665073087623,West,150k-250k
"Bolingbrook, IL",2021,73668.0,112.4377493909356,121.61318788075708,103.89031006472128,119.30753736661498,114.31219617575724,9.425312347330618,-2.0531616258039342,0.8123304909704476,1.605232613166785,2.2033447227024494,Midwest,65k-150k
"Boston, MA",2021,654537.0,110.5310032811087,95.40147607554434,104.3715108981328,101.70256604523016,103.001639075004,-1.7684606164439898,2.386741480550114,-3.3013423318634105,0.217662927915696,-0.7488021153086555,Northeast,>500k
"Boulder, CO",2021,104001.0,136.35073136556952,84.86496397888094,120.05509648746082,117.02761316505476,114.57460124924152,-3.420861061274472,-0.7540862500148626,-1.4566339179011734,-1.392891493147419,-1.90541448589896,West,150k-250k
"Bowling Green, KY",2021,73149.0,93.591576809575,98.46383818856609,93.13731233242932,84.47968590258581,92.41810330828906,0.4224340179356245,-0.7635134088759044,1.5296230645320374,-5.22360435795588,-0.9688958936613256,South,65k-150k
"Boynton Beach, FL",2021,80244.0,92.53858106200347,106.46013588661182,88.9959161229144,103.592075852692,97.89667723105543,-1.330363364748366,-3.387618309903917,-5.463094460260343,1.0861936752252888,-2.24924007967634,South,65k-150k
"Bridgeport, CT",2021,148571.0,84.6408617345565,113.930761164999,88.1924698024216,70.157311521514,89.23035105587279,7.063623700811639,0.8686605930817715,1.9460693019314637,2.4069637842570213,2.8522289028926284,Northeast,150k-250k
"Brockton, MA",2021,105501.0,90.8502575721484,124.15454514097252,97.94114860445868,97.01037970517277,102.48908275568807,15.4059321505033,-2.195905988481184,-2.132057383658703,-1.1740682344610789,1.4989353377578896,Northeast,150k-250k
"Broken Arrow, OK",2021,116356.0,96.85153563275212,94.93748219213076,105.39635787865996,107.67007247751508,101.21386204526448,-1.5015431700100224,-0.5814674045602652,2.086948022366264,-4.971759439200607,-1.3427678324156034,South,150k-250k
"Brooklyn Park, MN",2021,84467.0,94.5753810683524,107.64284635301,97.68303283268152,109.40929732117031,102.32763939380357,-5.24881411543624,-2.671860421850958,-6.785247318557142,6.746455122545214,-2.008580189361941,Midwest,65k-150k
"Broomfield, CO",2021,75375.0,123.37882947124773,96.01507425374406,109.53988228836003,128.17425784995896,114.2770109658277,-0.2737125218521985,-1.1303147461985683,0.3559659372887491,-1.6392141853057485,-0.6916988594697582,West,65k-150k
"Brownsville, TX",2021,187957.0,79.64998575100401,89.87882882847057,91.06032321349194,26.522752152053965,71.77797248625512,6.1537275947954,0.6761776545070264,4.757403438438779,355.2386759280532,11.691081529286484,South,150k-250k
"Bryan, TX",2021,85256.0,97.68708680155848,85.68342604519563,81.87104575029537,89.19768585801158,88.60981111376526,6.25231948617575,-0.5770790201585996,-8.275980271289118,8.129668510043263,1.3062824535344797,South,65k-150k
"Buena Park, CA",2021,82951.0,94.58790724925024,135.53710542242993,106.57412301151903,107.97099127693532,111.16753174003364,-7.249339146023459,-2.0100717663833034,-9.859159793288953,-1.0207759123723736,-4.90646231188967,West,65k-150k
"Buffalo, NY",2021,277845.0,92.38118754733938,69.77607845162166,84.33838691893789,90.25365173015618,84.18732616201378,-1.5657094562017029,-0.967037097266754,1.4561863498047556,7.965802815819312,1.727545972269562,Northeast,250k-500k
"Burbank, CA",2021,105291.0,98.30062585685818,123.63761118708256,119.61528491081124,113.38236553676356,113.73397187287888,-4.346728608219552,-0.6226863016819073,-5.571954812846968,-4.219002958032081,-3.662247104434668,West,150k-250k
"Camarillo, CA",2021,70904.0,105.14661221094228,96.39759215852042,107.43488542784252,118.94141328737663,106.98012577117046,-3.787943041072217,0.8672194966897973,-0.189447773173923,-10.287591460558287,-3.8542295371043145,West,65k-150k
"Cambridge, MA",2021,118082.0,143.42349413286536,112.98480050106664,114.14610034603756,117.87720781774472,122.10790069942855,1.046441531641018,-1.3506798917158225,6.357945904420825,3.208214947289867,2.1811574649021948,Northeast,150k-250k
"Canton, OH",2021,70227.0,82.71879951883339,77.49489669863326,83.79809425210854,82.95326383474685,81.74126357608051,2.4724446718072945,1.088954349685034,-1.3249955412145795,-7.147589303918201,-1.411200487684594,Midwest,65k-150k
"Cape Coral, FL",2021,203975.0,93.0355452517722,100.37679618871135,100.5468473898631,108.77640383373914,100.68389816602144,1.779548270922482,-2.363304056377191,2.81816442540217,-2.560756742229875,-0.2243965765262978,South,150k-250k
"Carlsbad, CA",2021,115224.0,116.72273513606456,93.15476588096442,117.5652022015572,126.11561698525058,113.3895800509592,-3.9030538851690832,0.1146986835574903,-0.1749596980204271,-3.368091962837949,-1.995672619940958,West,150k-250k
"Carmel, IN",2021,100959.0,132.4132496708262,102.37947638034828,106.78332721746968,123.29162832023307,116.21692039721933,-4.279844328421333,-0.5110928432502604,1.0479932829505323,-3.3896251721548976,-2.036675610192251,Midwest,150k-250k
"Carrollton, TX",2021,133569.0,106.0054649904537,124.68966118542518,98.16050540119238,107.53845784569876,109.09852235569252,-3.0610939229689937,0.0199921176357031,-3.337141368490004,-8.663847625582955,-3.73082542736487,South,150k-250k
"Carson, CA",2021,93285.0,88.19306139711279,122.53889291634876,108.6453080419764,107.5287627141924,106.7265062674076,-9.603649173201669,-1.3363175292975926,-8.466555676210263,7.415765678835995,-3.099466569833065,West,65k-150k
"Cary, NC",2021,177463.0,135.1211812166694,111.03649384826468,107.99897176131296,125.965214322893,120.030465287285,-0.9026065055840248,-2.0122681256986685,0.3777417391989113,-0.0302449846142582,-0.6502950788040862,South,150k-250k
"Cedar Rapids, IA",2021,136872.0,98.04070753996038,89.44757002228772,94.80615143447017,99.0287772937534,95.33080157261791,-1.211988578881551,1.684560478320396,-3.0905548379700054,8.069166436258213,1.2344079769347929,Midwest,150k-250k
"Centennial, CO",2021,107332.0,117.36602948084376,87.81780979732254,113.20693393256948,125.36407808800638,110.93871282468554,-0.6449467004006504,0.1192370969761436,-7.3064826875202,-4.657890239945584,-3.41820881643502,West,150k-250k
"Champaign, IL",2021,89338.0,119.56579143130836,95.57834186052784,86.2596742365979,96.73673355068924,99.53513526978084,1.1484665249243964,1.300282734324787,-1.1451584360382403,0.3425604086683576,0.4834159691382123,Midwest,65k-150k
"Chandler, AZ",2021,279479.0,110.58094047949356,104.23472582295722,105.50703148374252,124.6594081702026,111.24552648909898,-2.3852473139977404,-0.5195850578531669,0.5355138275251026,1.1368484006984092,-0.2875516757550045,West,250k-500k
"Charleston, SC",2021,151783.0,114.48638274544628,84.75423268619375,98.939949039235,112.76152511513028,102.73552239650132,-2.6762329523265294,-0.6661889886613093,-2.1509317343958334,15.701428539315176,2.343770570572512,South,150k-250k
"Charlotte, NC",2021,882503.0,104.94256301310617,90.16852106623338,97.01162510113,109.85179361479132,100.4936256988152,0.3467474697058659,-0.3770029825504561,0.5622498563837564,2.35108245669724,0.7739482499132144,South,>500k
"Chattanooga, TN",2021,181163.0,97.52383945791097,75.01506448577072,96.0943381848452,96.6342627450968,91.31687621840592,2.4850077444561025,0.4109538072250007,1.1957872782593082,8.032096663863575,3.1026438864980577,South,150k-250k
"Chesapeake, VA",2021,251739.0,101.6351359074986,88.58891763576919,96.79048694797504,106.0285448436132,98.260771333714,1.94146991720201,0.3891508802392973,-2.901143152886909,-3.03037499820642,-0.989083381110567,South,250k-500k
"Chicago, IL",2021,2698029.0,100.72211379373856,76.7630475857596,92.863391669584,90.1928446309806,90.1353494200157,0.3767127677835269,-0.1667396077386085,-1.9954040486412583,-0.2406962303439286,-0.5128425869801889,Midwest,>500k
"Chico, CA",2021,100162.0,103.32613360335765,81.9949924156323,100.026791601812,113.99158218088598,99.83487495042198,-0.7865926382870314,-0.4212817391187617,-2.251672699127183,-3.869234616675576,-1.9780113101240613,West,150k-250k
"Chino Hills, CA",2021,78579.0,121.4237344483794,137.1839432310191,117.9534505414818,126.6807342019531,125.81046560570836,2.9976003563080056,0.4821780042588042,-0.5936439694007922,-2.471445182087195,0.0551879555277912,West,65k-150k
"Chino, CA",2021,91716.0,92.51580620253998,119.96439982145642,106.6873968292676,129.75022282838555,112.2294564204124,-3.019556381580601,1.3128978530974722,-1.556744189174808,24.8758472158473,5.358986110433617,West,65k-150k
"Chula Vista, CA",2021,277008.0,96.79756879748784,126.31723996624304,102.77839524195328,100.83329186557926,106.68162396781584,1.3860250184604128,-0.5299191519122726,-3.711066671357144,-4.231269211871124,-1.7873403521775244,West,250k-500k
"Cicero, IL",2021,83313.0,75.69640246589027,118.23553577875003,96.81586724637944,59.144541092645966,87.47308664591644,2.278061734818904,-3.460650212799976,3.657776880747909,31.07263895198178,4.4431897567907,Midwest,65k-150k
"Cincinnati, OH",2021,308685.0,101.28272715373927,72.00953120106507,87.51677260390723,97.78285961625438,89.64797264374148,-2.188378547721581,-1.4855826924163096,0.3571566271523219,12.783297062399049,2.294289963124263,Midwest,250k-500k
"Citrus Heights, CA",2021,87111.0,91.04131810120548,103.51111371821489,101.3721942373716,96.39535070319928,98.0799941899978,1.3841398278550354,-0.555400301271114,-0.0570387480361533,-15.423465038633132,-4.146623309979491,West,65k-150k
"Clarke County, GA",2021,129185.0,106.05485197964931,91.5030421343753,90.0628893946258,104.29146372244404,97.97806180777364,-4.456181242005908,2.28423098682784,-1.046168740254716,8.425225729364548,1.0960242950277088,South,150k-250k
"Clarksville, TN",2021,170912.0,89.60563195434173,93.2842136124955,93.56658800968864,114.01707429481256,97.6183769678346,-2.8045894491718126,0.4825646788252591,0.9200286988544136,-6.325940944756692,-2.249131479843347,South,150k-250k
"Clearwater, FL",2021,117093.0,98.3930307832478,90.37011850562544,96.6660987068342,99.55519066675744,96.24610966561622,-1.6908991791474317,-5.22200353894815,1.5451594262620991,-4.411635139711323,-2.481201662935084,South,150k-250k
"Cleveland, OH",2021,365389.0,84.93509731681986,63.624659037859416,76.95547274587568,74.94041559725392,75.11391117445223,-1.5742914105499328,1.1705270447665672,-1.5682980432836668,-2.805645618295838,-1.3176325965923774,Midwest,250k-500k
"Clifton, NJ",2021,89516.0,94.3050043764764,136.63682857708164,97.78443059333128,104.34575140652278,108.26800373835304,-4.411656971236766,-0.9251472324856014,-5.210385490307756,-8.491019872640749,-4.558703443470313,Northeast,65k-150k
"Clovis, CA",2021,123007.0,98.40717082792928,97.88693597893,104.11925735890482,105.72858336087292,101.53548688165924,-4.703605098463315,-0.8918171177537793,3.0299558524169656,0.6846318758134906,-0.47955357480578,West,150k-250k
"College Station, TX",2021,122650.0,121.5405812167822,90.18120750653384,90.01632506787864,124.00683874002964,106.43623813280608,-8.826422747443319,-1.237389632813224,0.4461439043604187,1.7302518135853262,-2.381650023188986,South,150k-250k
"Colorado Springs, CO",2021,483328.0,105.60784236517436,88.67847509810846,103.1873382663896,115.94546025158968,103.35477899531551,-2.4561689636913853,0.0048009194493214,1.4963353512919442,2.7841017961661274,0.4878082249623272,West,250k-500k
"Columbia, MO",2021,127550.0,119.41806423426588,95.13047175247418,91.9074746994696,112.060327331872,104.62908450452042,-2.0850228907667634,0.8497779323229704,2.002807051246891,2.0549350351464435,0.5573466150875284,Midwest,150k-250k
"Columbia, SC",2021,136394.0,103.88904753163987,68.12578363235801,87.60432118575471,100.90911024638442,90.13206564903426,-0.4575398681826659,-2.5362786386573632,-2.9118290144588554,7.433321328662834,0.5870630103381513,South,150k-250k
"Columbus, GA",2021,205024.0,92.23920342947054,69.67895074151585,87.64373227658604,82.7583520182451,83.08005961645438,4.666163682154001,-1.6975759543394475,-2.1103297061716875,-6.502745315632796,-1.4052313273220762,South,150k-250k
"Columbus, OH",2021,903051.0,100.65463123508232,83.2950047144717,91.87322820857364,103.07505010258734,94.72447856517876,-2.453890872051845,-0.5879509460042454,0.9271960110566192,1.6238006391606552,-0.14066065848084,Midwest,>500k
"Compton, CA",2021,93456.0,70.15589492467329,125.48778697674136,119.72480539907713,76.14549736783977,97.87849616708289,12.346962617056478,0.2622914862359549,8.356654142657627,-2.179196083693302,4.143096665367607,West,65k-150k
"Concord, CA",2021,124337.0,99.85614649409324,119.42868786499406,107.33948196908491,104.76341260414443,107.84693223307916,-2.51592845394637,0.8682693520165596,2.010467034872576,-8.961631642063372,-2.209377269617374,West,150k-250k
"Concord, NC",2021,108029.0,103.02894210432198,103.09169247258862,97.16625275172812,112.57036868865656,103.9643140043238,-5.052402639629028,-1.3750200259882384,-3.4349001891667563,-7.312829626955175,-4.425862228000444,South,150k-250k
"Conroe, TX",2021,95438.0,102.71207151221677,98.0120169866041,95.5847255389813,107.41397726373576,100.93069782538448,14.43561600312444,1.0516671238773645,3.466244920091577,14.87197772109894,8.341995711034823,South,65k-150k
"Conway, AR",2021,65965.0,107.75696936385576,91.28208097856404,90.18286586533556,102.19496963266062,97.854221460104,2.472685905305449,0.1138674379594917,-2.4485532173603386,-1.679377575762997,-0.3323306729956066,South,65k-150k
"Coral Springs, FL",2021,133141.0,100.83476020718908,127.8332404696388,99.52412183130495,118.7133056400863,111.7263570370548,-6.274651065860493,1.3916656564086916,1.6400059738903572,-6.0269531474114295,-2.4030559543113394,South,150k-250k
"Corona, CA",2021,159782.0,94.3773771424265,118.8242909137783,107.01887950222851,113.93490471236358,108.53886306769922,-2.9678067890454685,2.247138949391569,0.6875140097512222,-0.3646599731948807,0.00889317636521,West,150k-250k
"Corpus Christi, TX",2021,317828.0,88.24800066306197,85.91877971390355,87.56843932665288,89.9442780469438,87.91987443764054,-5.403887594659674,0.9446256105474892,-2.84509535317673,10.639113604759377,0.5281087094557213,South,250k-500k
"Costa Mesa, CA",2021,110885.0,96.58172143070158,109.2275769452214,116.586677791772,112.58697600978238,108.74573804436932,1.1496137394787498,1.5283390518135764,0.2797513704137389,3.4774192293621558,1.6001434728566188,West,150k-250k
"Cranston, RI",2021,82598.0,95.38847329455172,100.36909301777894,103.05434825065086,85.27471407275064,96.02165715893304,-6.797882224887464,-0.0116592968595563,5.703711537405387,-16.67407455502944,-4.58872870175523,Northeast,65k-150k
"Dallas, TX",2021,1290711.0,93.8174461128512,91.71381300941678,90.40134614972078,87.8958876256234,90.95712322440303,-1.3296743563262603,1.9290358864908708,-1.1795429600102936,-3.414556068705932,-1.010757939198903,South,>500k
"Daly City, CA",2021,101482.0,103.21227731724242,160.7660693869496,123.41151832598943,114.6317114173599,125.50539411188534,0.9933841054276638,1.8876944905621864,-0.6027019268863509,-5.362764124161778,-0.6432852365768182,West,150k-250k
"Danbury, CT",2021,87105.0,93.59946562743578,139.24532623862575,99.9301609330554,103.7645539093179,109.1348766771087,-3.74335653456418,1.5036259250481132,5.6405120442335255,-3.2347205591159,0.0663870306476077,Northeast,65k-150k
"Davenport, IA",2021,101072.0,90.1227035846104,83.17109587254748,94.33420190414311,90.50183284957482,89.53245855271896,1.0342277138265965,-0.1623502920502728,2.2474187293191505,-3.473111691640396,-0.1103286236561307,Midwest,150k-250k
"Davie, FL",2021,105872.0,109.68736773336754,123.44684742029926,104.21773486535584,119.37738001086151,114.18233250747105,8.696320934246437,-1.665396585830614,1.0403269912800273,-3.855170150832643,0.6548018131084632,South,150k-250k
"Davis, CA",2021,67066.0,139.00188628161388,103.40152582224536,104.94239391700948,109.521718950243,114.21688124277792,1.5370786040384443,0.9097509183620512,-14.004655865490012,-1.5643043406754376,-3.341562786719998,West,65k-150k
"Dayton, OH",2021,136837.0,84.7192638772088,56.06469641427245,82.14830588587338,82.34964032992065,76.32047662681882,-1.1007550446424763,3.1928830143694187,4.085802589587706,34.47537026331942,8.969493548815134,Midwest,150k-250k
"Daytona Beach, FL",2021,75323.0,94.80024437269095,72.38223370173569,93.19371215076082,69.7664570940203,82.53566182980194,14.259705433478608,-0.9598591314494254,9.534433467054448,-8.19439472328315,4.103854886594838,South,65k-150k
